1,0,2
2,0.577350269,1
,-0.577350269,1
3,0,0.888888889
,0.774596669,0.555555556
,-0.774596669,0.555555556
4,0.339981044,0.652145155
,-0.339981044,0.652145155
,0.861136312,0.347854845
,-0.861136312,0.347854845
5,0,0.568888889
,0.53846931,0.47862867
,-0.53846931,0.47862867
,0.906179846,0.236926885
,-0.906179846,0.236926885
6,0.238619186,0.467913935
,-0.238619186,0.467913935
,0.661209386,0.360761573
,-0.661209386,0.360761573
,0.932469514,0.171324492
,-0.932469514,0.171324492
7,0,0.417959184
,0.405845151,0.381830051
,-0.405845151,0.381830051
,0.741531186,0.279705391
,-0.741531186,0.279705391
,0.949107912,0.129484966
,-0.949107912,0.129484966
8,-0.183434642,0.362683783
,0.183434642,0.362683783
,-0.52553241,0.313706646
,0.52553241,0.313706646
,-0.796666477,0.222381034
,0.796666477,0.222381034
,-0.960289856,0.101228536
,0.960289856,0.101228536
9,0,0.330239355
,-0.836031107,0.180648161
,0.836031107,0.180648161
,-0.96816024,0.081274388
,0.96816024,0.081274388
,-0.324253423,0.312347077
,0.324253423,0.312347077
,-0.613371433,0.260610696
,0.613371433,0.260610696
10,-0.148874339,0.295524225
,0.148874339,0.295524225
,-0.433395394,0.269266719
,0.433395394,0.269266719
,-0.679409568,0.219086363
,0.679409568,0.219086363
,-0.865063367,0.149451349
,0.865063367,0.149451349
,-0.973906529,0.066671344
,0.973906529,0.066671344
